Label,Tweet,labels,reasoning
2,daritadi nungging sambil mainin memek sange bgt cuy:(',"[0, 0, 0, 0, 1, 0, 0]",The text contains explicit sexual content ('memek sange') which violates Indonesia's strict anti-pornography laws and local norms against obscene material.
2,duh rindu gesekan kontol doi ke memek~',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language and references to genitalia, which violates Indonesia's strict anti-pornography laws and is considered obscene under local norms."
2,jepitin kontol gua pake memek lu sini',"[0, 0, 0, 1, 1, 0, 0]","The text contains sexually explicit and vulgar language directed at an individual, which falls under harassment and sexual content. It does not target a specific group based on SARA, spread false information, incite violence, involve illegal transactions, or threaten national security."
2,lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc',"[0, 0, 0, 1, 1, 0, 0]","The text contains sexually explicit language ('memek' is a vulgar term for female genitalia) and appears to be harassing an individual by describing an intimate act without consent, violating norms against sexual content and harassment."
2,memek perek pengen di gesekin ke abs cowok nih mhh',"[0, 0, 0, 0, 1, 0, 0]","The text contains sexually explicit and vulgar language ('memek', 'perek', 'gesekin') that violates Indonesia's strict anti-pornography laws and local norms regarding sexual content."
2,model seksi sini ngentot di dm sama gua pref detail fr : Bule',"[0, 0, 0, 0, 1, 0, 0]","The text contains sexually explicit solicitation ('ngentot' - to have sex) and objectifying language ('model seksi', 'Bule'), which violates Indonesia's strict anti-pornography laws and norms against obscene content."
2,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual content describing a sexual act, which violates Indonesia's strict anti-pornography laws and is considered obscene under local norms."
2,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual content and vulgar language, which violates Indonesia's strict anti-pornography laws and UU ITE Article 27(1) on sexual content."
2,"sange hm, mas mainin memek adek dong sayang'","[0, 0, 0, 0, 1, 0, 0]","The text contains sexually explicit language ('memek' is a vulgar term for female genitalia) and solicitation of sexual activity with a minor ('adek' implies younger sibling), which violates Indonesia's strict anti-pornography laws and may be considered obscene under local norms."
1,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL","[0, 0, 0, 0, 0, 0, 0]","The text is a simple, non-offensive query about a traditional performance (Topeng Monyet) and the Ramayana epic, with no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
3,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'","[0, 0, 0, 1, 0, 0, 0]","The text contains insults and personal attacks (e.g., 'goblog' meaning stupid), which falls under harassment and bullying, but does not target specific groups based on SARA, spread false information, incite violence, involve sexual content, illegal transactions, or threaten national security."
2,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, informal personal comment in Indonesian, mentioning a name ('Nor'Azam') and a playful remark ('gila' meaning crazy). It does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
3,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""","[0, 0, 0, 1, 0, 0, 0]","The text contains insulting language ('goblok' - stupid) directed at a public figure (KH Ma'ruf), which falls under harassment and bullying under UU ITE Article 27(3). It does not contain hate speech based on SARA, false information, violence, sexual content, illegal transactions, or national security threats."
3,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, emotional fan reaction in Indonesian about a celebrity (Kim Bum) and a 'monkey' (likely a nickname or joke), expressing surprise and humor. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""","[0, 0, 0, 1, 0, 0, 0]","The text contains a sarcastic comment about social media behavior, including the insult 'babi' (pig), which is a severe insult under Indonesian law and falls under harassment and bullying."
2,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""","[0, 0, 0, 1, 0, 0, 0]","The text contains casual teasing and insults like 'dasar jomblo' (which can be seen as bullying/harassment) but does not rise to the level of hate speech, false information, violence, sexual content, illegal transactions, or national security threats."
2,"USER sa ingat monyet mana quote ni :')""","[1, 0, 0, 1, 0, 0, 0]","The text uses the derogatory term 'monyet' (monkey) which is a severe insult in Indonesian context, often used in ethnic or religious slurs, constituting hate speech and harassment."
3,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,"[1, 0, 1, 0, 0, 0, 0]","The text uses derogatory term 'kunyuk' (monkey) to insult a group, constituting SARA hate speech. It also incites violence with 'tenggelamkan' (drown), which is a threat against a person or group."
3,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""","[0, 0, 0, 0, 0, 0, 0]","The text is a satirical or humorous commentary on religious interpretation and practices, using informal language. It does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security. While the tone is irreverent, it does not cross into legally actionable hate speech or blasphemy under Indonesian law."
2,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual Indonesian phrase ('Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')') that appears to be a non-serious, possibly sarcastic comment. It does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security. The term 'fatwa' refers to a religious ruling, but the context is unclear and not derogatory enough to violate SARA standards."
1,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""","[1, 0, 0, 0, 0, 0, 0]","The text insults the Islamic call to prayer (adzan) by associating it with a cursed devil (iblis la'natilloh 'alaih), which constitutes religious hate speech under UU ITE Article 28(2) and violates SARA norms."
3,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""","[1, 0, 0, 1, 0, 0, 0]","The text contains derogatory language targeting an individual ('kunyuk', 'muke lacur') which constitutes harassment and bullying. It also includes a religious insult ('sok suci') that can be interpreted as attacking religious piety, falling under SARA hate speech."
3,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""","[1, 0, 0, 1, 0, 0, 0]","The text uses the derogatory term 'monyet' (monkey) to insult someone, which is a severe personal insult and harassment under UU ITE Article 27(3). It also contains a potential ethnic slur ('orang to' may imply a specific ethnic group), which could be considered hate speech under SARA regulations."
2,"USER Okesip otak bolot gue konfyus :')""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, informal Indonesian expression ('Okesip otak bolot gue konfyus :')') meaning 'Okay, my brain is confused' with a playful tone. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
3,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""","[0, 0, 0, 1, 0, 0, 0]","The text expresses frustration and uses strong language ('anjir', 'bego') directed at a specific person ('loey hyung'), which constitutes harassment and bullying under UU ITE Article 27(3). No other risk categories are triggered."
2,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""","[0, 0, 0, 0, 0, 0, 0]","The text is a personal, humorous list of complaints about someone's behavior (e.g., being slow, moody, teasing) in a playful tone, with no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''","[0, 0, 0, 0, 0, 0, 0]","The text is a personal reflection and fictional narrative without any elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL","[0, 0, 0, 0, 0, 0, 0]","The text is a casual Indonesian conversation about a movie ('Pengabdi Setan') and a URL, with no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
3,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'","[0, 0, 0, 1, 0, 0, 0]","The text contains insults and offensive language ('tolol', 'anjing', 'manusia ga tau diri') directed at an individual, which falls under harassment and bullying, but does not target a specific group based on SARA, spread false information, incite violence, contain sexual content, involve illegal transactions, or threaten national security."
3,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""","[0, 0, 0, 1, 0, 0, 0]","The text insults someone by calling them 'bego' (stupid) and mocks their statement, which constitutes harassment and bullying under UU ITE Article 27(3)."
1,"Dari jurus 'Orang Gila Mengebut Lalat,Ajian Tatar Bayu,Jurus Kunyuk Melempar Buah,Dewa Tidur,Pukulan Matahari,Ajian Ngrogoh Sukmo,Hanya Siulan Kapak Naga Geni 212 Yang Bisa Mengalahkan Dewi Siluman Bukit Tunggul\n#wirosableng \n#siapsableng \nUSER \nUSER URL","[0, 0, 0, 0, 0, 0, 0]","The text appears to be a list of fictional martial arts moves and hashtags related to a cultural or entertainment context (likely a movie or show). It does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL","[0, 0, 0, 1, 0, 0, 0]","The text reports on a celebrity calling another celebrity's dance 'kampungan' (vulgar/unsophisticated), which is a public insult that could be seen as harassment or defamation under UU ITE Article 27(3)."
1,"Even dah setiap hari tengok pon, still tersenyum. You're so cute. \xf0\x9f\x98\x8d""","[0, 0, 0, 0, 0, 0, 0]","The text is a harmless, affectionate comment in Indonesian and English, expressing admiration and cuteness. It does not contain any elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,"[0, 0, 0, 0, 0, 0, 0]","The text is a headline about FIFA investigating a 'monkey chant' incident in a France-Russia match. It reports on a sports-related issue without containing hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL","[0, 0, 0, 0, 0, 0, 0]","The text is a harmless, casual conversation in Indonesian about a missing dog, with no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
3,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL","[1, 0, 1, 1, 0, 0, 0]","The text contains insults using animal terms ('monyet', 'anjing') which can be considered SARA-related harassment, a direct threat of violence ('gua gampar lu lama-lama'), and public shaming/bullying. The religious phrase 'astaghfirullah' is used but does not negate the preceding violations."
1,"Jangan suka pamer.. \nKarena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan. \nBukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'.""","[0, 0, 0, 1, 0, 0, 0]","The text is a personal insult ('KAMPUNGAN' is a derogatory term implying someone is unsophisticated or rural) directed at an individual, which falls under harassment and bullying, but does not target a specific group based on SARA, spread false information, incite violence, involve sexual content, illegal transactions, or threaten national security."
2,Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,"[0, 0, 0, 0, 0, 0, 0]","The text is a casual Indonesian comment expressing frustration about someone pretending to be deaf, followed by a news headline about a religious figure advising a political figure to avoid causing trouble. It does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","The text is a factual statement about the technical definitions of certain words in psychology, without targeting any specific individual or group, and does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"""Kau yang mulai maka kau juga yang harus selesaikan."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","The text is a quote from a movie (3 Idiots) and a hashtag, with no content that violates Indonesian law or SARA principles."
1,"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","The text is a motivational quote from the movie '3 Idiots' about studying with dedication, not just for exams. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Lucunya adalah kak pacar nyadain ini telat bgt guys. Gue rasa pengaruh mecin tuh emang bikin kita slow respon/agak bolot gitu. Dia terbirit-birit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong -,;\n\n'sayang, ketinggalan cemilanku ada di kita?????'\n\nOrgil \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, humorous personal anecdote about a partner forgetting snacks and panicking, with no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, humorous conversation about listening to someone's sad story, with no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Nikmat'a ngentot.... Pi gengen yg hoot""","[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language ('ngentot' is a vulgar term for sexual intercourse) and references to 'hoot' (likely meaning 'hot' or sexually suggestive content), which violates Indonesia's strict anti-pornography laws and may be considered obscene under local norms."
1,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'","[0, 0, 0, 0, 0, 0, 0]","The text is a harmless quote from a fictional cartoon character, expressing a preference for friendship over intelligence. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, humorous comment about social media behavior, with no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","The text is a general observation about modern society, expressing a cynical view that illiterate or uninformed people might be safer. It does not target any specific group, spread false information, incite violence, harass individuals, contain sexual content, involve illegal transactions, or threaten national security."
1,"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","The text is a factual statement about the technical definitions of certain words in psychology and does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""","[0, 0, 0, 1, 0, 0, 0]","The text insults and shames an individual based on their appearance and social associations, which constitutes harassment and bullying under UU ITE Article 27(3). It does not target a specific group based on SARA, spread false information, incite violence, contain sexual content, involve illegal transactions, or threaten national security."
1,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, humorous comment in Malay about an Instagram post, referencing a movie ('3 Idiots') and using an emoji. It does not contain any hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, informal comment about a gaming experience (likely Mobile Legends), expressing frustration with teammates. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'","[0, 0, 0, 1, 0, 0, 0]","The text uses a derogatory term 'perek' (a slang insult for women, implying promiscuity) which constitutes harassment and bullying under UU ITE Article 27(3)."
1,"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'","[0, 0, 0, 0, 0, 0, 0]","The text is a self-deprecating quote from a celebrity, expressing personal resilience with humor. It does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Udik sambil takjub gituuu...\n\nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri...""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, positive comment about modern car technology, referencing a popular TV show. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"Yang broken time ii muda ni, tolonglah jangan lah broken. Korang ada masa depan do. Jangan sebab cinta monyet korang tak dapat nak achieve your freakin' goals though.""","[0, 0, 0, 0, 0, 0, 0]","The text is a motivational message in informal Indonesian/Malay, advising someone not to let a youthful romantic relationship hinder their future goals. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,#AtongKEPOH Suka gak sama monyet?',"[1, 0, 0, 0, 0, 0, 0]","The text uses the derogatory term 'monyet' (monkey) in a context that can be interpreted as a racial or ethnic slur against a specific group, violating UU ITE Article 28(2) on SARA hate speech."
