Label,Tweet,labels,reasoning
2,daritadi nungging sambil mainin memek sange bgt cuy:(',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language ('memek', 'sange') describing a sexual act or desire, which violates Indonesia's strict anti-pornography laws and content standards regarding sexual and intimate content."
2,duh rindu gesekan kontol doi ke memek~',"[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
2,jepitin kontol gua pake memek lu sini',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language and describes a sexual act, violating Indonesia's strict anti-pornography laws and UU ITE Article 27(1) regarding obscene content."
2,lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,memek perek pengen di gesekin ke abs cowok nih mhh',"[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 14 (char 15)
2,model seksi sini ngentot di dm sama gua pref detail fr : Bule',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',"[0, 0, 0, 0, 1, 0, 0]","The text contains an explicit description of a sexual act ('gesekin memek ke bantal'), which violates standards against sexual and intimate content under Indonesia's strict anti-pornography laws."
2,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',"[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 14 (char 15)
2,"sange hm, mas mainin memek adek dong sayang'","[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language ('sange', 'memek') which falls under the 'Sexual & Intimate Content' category according to Indonesia's strict anti-pornography laws."
1,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL","[0, 0, 0, 0, 0, 0, 0]",API error: Unterminated string starting at: line 3 column 16 (char 52)
3,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 14 (char 15)
2,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
3,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
3,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""","[0, 0, 0, 0, 0, 0, 0]",API error: Unterminated string starting at: line 3 column 16 (char 52)
2,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
2,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 16 (char 17)
2,"USER sa ingat monyet mana quote ni :')""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
3,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,"[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 16 (char 17)
3,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
2,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
1,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
3,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 14 (char 15)
3,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 14 (char 15)
2,"USER Okesip otak bolot gue konfyus :')""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 16 (char 17)
3,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""","[0, 0, 0, 0, 0, 0, 0]","The text expresses personal frustration and annoyance with a fictional event and character. While it uses informal language ('anjir'), it does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal activities, or threats to national security. It is a safe expression of opinion."
2,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 14 (char 15)
2,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''","[0, 0, 0, 0, 0, 0, 0]","The text contains a character's internal monologue and a general statement about a planet's atmosphere, neither of which violate any of Indonesia's content moderation standards."
2,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
3,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'","[0, 0, 0, 0, 0, 0, 0]","API error: Expecting ',' delimiter: line 2 column 15 (char 16)"
3,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"Dari jurus 'Orang Gila Mengebut Lalat,Ajian Tatar Bayu,Jurus Kunyuk Melempar Buah,Dewa Tidur,Pukulan Matahari,Ajian Ngrogoh Sukmo,Hanya Siulan Kapak Naga Geni 212 Yang Bisa Mengalahkan Dewi Siluman Bukit Tunggul\n#wirosableng \n#siapsableng \nUSER \nUSER URL","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"Even dah setiap hari tengok pon, still tersenyum. You're so cute. \xf0\x9f\x98\x8d""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
3,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"Jangan suka pamer.. \nKarena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan. \nBukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'.""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"""Kau yang mulai maka kau juga yang harus selesaikan."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,"Lucunya adalah kak pacar nyadain ini telat bgt guys. Gue rasa pengaruh mecin tuh emang bikin kita slow respon/agak bolot gitu. Dia terbirit-birit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong -,;\n\n'sayang, ketinggalan cemilanku ada di kita?????'\n\nOrgil \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,"Nikmat'a ngentot.... Pi gengen yg hoot""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
2,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
2,"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
2,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'","[0, 0, 0, 0, 0, 0, 0]",The text is a self-motivational quote and does not violate any of Indonesia's content moderation standards. The phrase 'like an idiot' is used in a self-deprecating manner and is not directed at others as harassment or hate speech.
2,"Udik sambil takjub gituuu...\n\nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri...""","[0, 0, 0, 0, 0, 0, 0]","The text expresses amazement at modern car technology, comparing it to a fictional vehicle. It does not violate any of Indonesia's content moderation standards."
1,"Yang broken time ii muda ni, tolonglah jangan lah broken. Korang ada masa depan do. Jangan sebab cinta monyet korang tak dapat nak achieve your freakin' goals though.""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': 'API key not valid. Please pass a valid API key.', 'type': 'upstream_error', 'param': '', 'code': 400}}"
1,#AtongKEPOH Suka gak sama monyet?',"[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 2 column 17 (char 18)
