Label,Tweet,labels,reasoning
2,cowo yang jago drasex mana? sini ngentot sama adek - luvian',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 202604080721325380267230az9OW7n)', 'type': 'new_api_error'}}"
2,daritadi nungging sambil mainin memek sange bgt cuy:(',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072133752966476knOZwBa)', 'type': 'new_api_error'}}"
2,duh rindu gesekan kontol doi ke memek~',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072132422502693nLS08ynw)', 'type': 'new_api_error'}}"
2,jepitin kontol gua pake memek lu sini',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072132120720216i4UkLAU5)', 'type': 'new_api_error'}}"
2,lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 202604080721322833175798z7iPiwB)', 'type': 'new_api_error'}}"
2,memek perek pengen di gesekin ke abs cowok nih mhh',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072131944911545EFR10Rq1)', 'type': 'new_api_error'}}"
2,model seksi sini ngentot di dm sama gua pref detail fr : Bule',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 202604080721345273696326t7h0NXF)', 'type': 'new_api_error'}}"
2,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 2026040807213353384900cFv6C3D)', 'type': 'new_api_error'}}"
2,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072132504851127pCgb65ir)', 'type': 'new_api_error'}}"
2,"sange hm, mas mainin memek adek dong sayang'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072131907795055pYjkPwwe)', 'type': 'new_api_error'}}"
1,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072147538334633znVOjjuD)', 'type': 'new_api_error'}}"
3,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072146506661646FsRMn9h6)', 'type': 'new_api_error'}}"
2,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072147313882407u1LXyZ3G)', 'type': 'new_api_error'}}"
3,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 202604080721458867462218MkOear5)', 'type': 'new_api_error'}}"
3,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 202604080721462178777537AoBuZ2u)', 'type': 'new_api_error'}}"
2,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072147700917518xo4QHMMw)', 'type': 'new_api_error'}}"
2,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072145944487145M4FglWvY)', 'type': 'new_api_error'}}"
2,"USER sa ingat monyet mana quote ni :')""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072147178969806Azigzabr)', 'type': 'new_api_error'}}"
3,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072145810553549zQv9ywQs)', 'type': 'new_api_error'}}"
3,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072146993861359y8CM3NkD)', 'type': 'new_api_error'}}"
2,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072146308423043I3Uce1Rt)', 'type': 'new_api_error'}}"
1,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072146185860517enWdW0ek)', 'type': 'new_api_error'}}"
3,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072145886880364ZniSBLfF)', 'type': 'new_api_error'}}"
3,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072146884384IdQ5Qpod)', 'type': 'new_api_error'}}"
2,"USER Okesip otak bolot gue konfyus :')""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072147537979753wuuV6SCz)', 'type': 'new_api_error'}}"
3,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 202604080721457724557633hzqFZet)', 'type': 'new_api_error'}}"
2,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 202604080721459913179015e297eDw)', 'type': 'new_api_error'}}"
2,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072145938431545Z2PnLFfg)', 'type': 'new_api_error'}}"
2,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072145930169527D6zkqqSE)', 'type': 'new_api_error'}}"
3,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 503 - {'error': {'code': 'model_not_found', 'message': 'No available channel for model claude-3-5-haiku-20241022 under group default (distributor) (request id: 20260408072145845677467ipJdg0aV)', 'type': 'new_api_error'}}"
