Label,Tweet,labels,reasoning
2,cowo yang jago drasex mana? sini ngentot sama adek - luvian',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
2,daritadi nungging sambil mainin memek sange bgt cuy:(',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
2,duh rindu gesekan kontol doi ke memek~',"[0, 0, 0, 0, 1, 0, 0]",The text contains explicit sexual and obscene terms.
2,jepitin kontol gua pake memek lu sini',"[0, 0, 0, 0, 1, 0, 0]",The text contains explicit and crude sexual language that is considered obscene.
2,lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language, using vulgar slang, which falls under sexual and intimate content that violates local norms."
2,memek perek pengen di gesekin ke abs cowok nih mhh',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
2,model seksi sini ngentot di dm sama gua pref detail fr : Bule',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
2,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',"[0, 0, 0, 0, 1, 0, 0]",The text contains explicit sexual content and obscene language.
2,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',"[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
2,"sange hm, mas mainin memek adek dong sayang'","[0, 0, 0, 0, 1, 0, 0]",The text contains explicit sexual content with explicit language.
1,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL","[0, 0, 0, 0, 0, 0, 0]","The text does not clearly target a specific group for hate, spread misinformation, incite violence, or violate any specific category. It appears ambiguous and does not contain clear violations."
3,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'","[0, 0, 0, 1, 0, 0, 0]","The text includes insults and derogatory language calling people 'goblog', which constitutes harassment and bullying."
2,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""","[0, 0, 0, 1, 0, 0, 0]","The text uses an insulting term 'gila' directed towards a named individual, which qualifies as harassment."
3,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""","[0, 0, 0, 1, 0, 0, 0]","The text contains insulting and demeaning language directed towards an individual, which constitutes harassment."
3,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""","[0, 0, 0, 1, 0, 0, 0]","The text uses derogatory language with the term 'monyet' as an insult, which falls under harassment and bullying."
2,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""","[0, 0, 0, 1, 0, 0, 0]","The text contains vulgar insults ('anjing', 'babi') used in a derogatory context, which may be considered harassment."
2,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""","[0, 0, 0, 0, 0, 0, 0]","The text contains casual, meme-like banter and mild insults with no targeting of protected groups or other disallowed content."
2,"USER sa ingat monyet mana quote ni :')""","[0, 0, 0, 1, 0, 0, 0]","The text uses 'monyet' as an insult, constituting harassment."
3,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,"[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 1 column 1 (char 0)
3,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""","[0, 0, 0, 0, 0, 0, 0]",API error: Unterminated string starting at: line 3 column 16 (char 52)
2,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""","[0, 0, 0, 1, 0, 0, 0]","The text uses insulting language ('gembel') in a derogatory manner, which qualifies as harassment or bullying."
1,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""","[0, 0, 0, 0, 0, 0, 0]",API error: Expecting value: line 1 column 1 (char 0)
3,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
3,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""","[0, 0, 0, 1, 0, 0, 0]","The text uses insulting language, specifically calling someone a 'monyet' (monkey), which qualifies as harassment or bullying."
2,"USER Okesip otak bolot gue konfyus :')""","[0, 0, 0, 0, 0, 0, 0]","The text is informal and uses slang, but does not contain hate speech or other disallowed content."
3,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""","[0, 0, 0, 1, 0, 0, 0]","The text uses informal language and includes insults (e.g., 'bego'), which qualifies as harassment."
2,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""","[0, 0, 0, 1, 0, 0, 0]",The text contains personal insults and bullying language aimed at an individual without targeting a protected group.
2,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''","[0, 0, 0, 0, 0, 0, 0]","The text is a narrative without hate speech, misinformation, incitement of violence, harassment, sexual content, illegal activities, or threats to national security."
2,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL","[0, 0, 0, 1, 0, 0, 0]","The message uses informal language and includes an insult ('brengsek'), which constitutes harassment, but it is not aimed at any protected group nor does it involve other prohibited categories."
3,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
3,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""","[0, 0, 0, 1, 0, 0, 0]","The text includes an insult ('bego') directed at a group, constituting harassment."
1,"Dari jurus 'Orang Gila Mengebut Lalat,Ajian Tatar Bayu,Jurus Kunyuk Melempar Buah,Dewa Tidur,Pukulan Matahari,Ajian Ngrogoh Sukmo,Hanya Siulan Kapak Naga Geni 212 Yang Bisa Mengalahkan Dewi Siluman Bukit Tunggul\n#wirosableng \n#siapsableng \nUSER \nUSER URL","[0, 0, 0, 0, 0, 0, 0]","The text features martial arts/supernatural moves without hate speech, misinformation, or inciting violence."
2,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL","[0, 0, 0, 1, 0, 0, 0]","The text contains an insult ('kampungan') aimed at a public figure, which falls under harassment and bullying."
1,"Even dah setiap hari tengok pon, still tersenyum. You're so cute. \xf0\x9f\x98\x8d""","[0, 0, 0, 0, 0, 0, 0]","The text is a compliment and does not contain hate speech, misinformation, incitement, harassment, sexual content, illegal transactions, or national security issues."
1,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,"[1, 0, 0, 0, 0, 0, 0]","The text includes the phrase 'suara monyet' which is a demeaning expression potentially used to insult based on perceived ethnic or racial characteristics, fitting under hate speech targeting specific groups."
1,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL","[0, 0, 0, 0, 0, 0, 0]","The text is a brief conversational interaction in Indonesian with no violation of hate speech, misinformation, violence, harassment, sexual content, illegal transactions, or national security concerns."
3,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL","[0, 0, 1, 1, 0, 0, 0]","The text contains violent threats and uses harsh, insulting language that constitutes harassment and incitement to violence."
1,"Jangan suka pamer.. \nKarena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan. \nBukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'.""","[0, 0, 0, 1, 0, 0, 0]","The text uses derogatory language ('KAMPUNGAN') as an insult towards someone, which qualifies as harassment/bullying."
2,Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,"[0, 0, 0, 1, 0, 0, 0]","The text contains an insult ('budek') which constitutes harassment, but there is no hate speech toward protected groups or other violations."
1,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","The text is a descriptive statement about certain words with psychological context and does not target a specific individual or group with hate speech, harassment, or any other disallowed content."
1,"""Kau yang mulai maka kau juga yang harus selesaikan."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","The text does not contain hate speech, misinformation, violence, harassment, sexual content, illegal transactions, or threats against national security."
1,"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","The text is benign and does not contain hate speech, misinformation, incitement or any other violations based on Indonesia's content moderation standards."
2,"Lucunya adalah kak pacar nyadain ini telat bgt guys. Gue rasa pengaruh mecin tuh emang bikin kita slow respon/agak bolot gitu. Dia terbirit-birit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong -,;\n\n'sayang, ketinggalan cemilanku ada di kita?????'\n\nOrgil \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""","[0, 0, 0, 0, 0, 0, 0]","The text is informal and uses slang, but it does not target any group, incite violence, or contain any hate, misleading information, or other violations as per the Indonesian content moderation standards."
2,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual conversation without hate speech, misinformation, incitement, harassment, explicit sexual content, illegal transactions, or threats to national security."
2,"Nikmat'a ngentot.... Pi gengen yg hoot""","[0, 0, 0, 0, 0, 0, 0]",API error: Unterminated string starting at: line 3 column 3 (char 39)
1,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'","[0, 0, 0, 0, 0, 0, 0]","The text does not contain hate speech, misinformation, incitement to violence, harassment, explicit sexual content, illegal transactions, or threats to national security."
1,"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual social media remark comparing Twitter and Instagram without any hate speech, incitement, or explicit harmful content."
1,"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","API error: Error code: 400 - {'error': {'message': ""The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://***.com/***?linkid=***"", 'type': 'upstream_error', 'param': 'prompt', 'code': 'content_filter'}}"
1,"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","The text is an explanatory statement about the usage of certain words related to IQ, and does not target any protected group or incite harassment."
2,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""","[0, 0, 0, 1, 0, 0, 0]","The text uses insulting language and demeans individuals based on appearance and perceived social status, constituting harassment and bullying."
1,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""","[0, 0, 0, 0, 0, 0, 0]",The text is informal and contains slangs without clear hate speech or other violations under Indonesian law.
2,"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""","[0, 0, 0, 0, 0, 0, 0]",The content is an informal gaming-related message with no hate speech or other violations.
2,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'","[0, 0, 0, 0, 0, 0, 0]","The text contains informal language without hate speech, defamation, or incitement to violence, and does not violate Indonesian content moderation standards."
1,"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'","[0, 0, 0, 0, 0, 0, 0]","The text does not contain hate speech, misinformation, incitement to violence, or any content that violates Indonesian content moderation standards."
2,"Udik sambil takjub gituuu...\n\nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri...""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual remark expressing amazement at the technology of modern cars with a reference to pop culture; it does not contain hate speech, misinformation, incitement to violence, harassment, sexual content, illegal activities, or threats against national security."
1,"Yang broken time ii muda ni, tolonglah jangan lah broken. Korang ada masa depan do. Jangan sebab cinta monyet korang tak dapat nak achieve your freakin' goals though.""","[0, 0, 0, 0, 0, 0, 0]","The text is informal language with motivational intent and some colloquial expressions, but it does not target a protected group, incite violence, spread false information, or otherwise violate Indonesia's content moderation standards."
1,#AtongKEPOH Suka gak sama monyet?',"[0, 0, 0, 0, 0, 0, 0]","The text does not clearly contain hate speech or any disallowed content under Indonesia's legal framework. Though the term 'monyet' is present, in this context it is ambiguous and not clearly targeting a protected group."
