Label,Tweet,labels,reasoning
2,cowo yang jago drasex mana? sini ngentot sama adek - luvian',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual solicitation ('ngentot'), which violates Indonesia's anti-pornography laws and UU ITE Article 27(1) regarding sexual content."
2,daritadi nungging sambil mainin memek sange bgt cuy:(',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language ('mainin memek') describing a sexual act, which violates Indonesia's strict anti-pornography laws and falls under the Sexual & Intimate Content category."
2,duh rindu gesekan kontol doi ke memek~',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language describing intimate body parts and actions, which violates Indonesia's strict anti-pornography laws and UU ITE Article 27(1)."
2,jepitin kontol gua pake memek lu sini',"[0, 0, 0, 0, 1, 0, 0]","The text contains sexually explicit and vulgar language, which violates Indonesia's anti-pornography laws and UU ITE Article 27(1) regarding sexual content."
2,lewat kamar kamu liat kamu elusin memek/ heh ngapain itu tangannya? -barom fc',"[0, 0, 0, 0, 1, 0, 0]",The text contains sexually explicit language ('elusin memek') which violates Indonesia's anti-pornography laws and UU ITE Article 27(1) regarding sexual content.
2,memek perek pengen di gesekin ke abs cowok nih mhh',"[0, 0, 0, 0, 1, 0, 0]","The text contains sexually explicit and vulgar language ('memek', 'perek', 'gesekin') describing a sexual act, which violates Indonesia's anti-pornography laws and UU ITE Article 27(1) on sexual content."
2,model seksi sini ngentot di dm sama gua pref detail fr : Bule',"[0, 0, 0, 0, 1, 0, 0]","The text contains sexually explicit solicitation ('ngentot' meaning 'have sex') and objectifying language ('model seksi'), which violates Indonesia's anti-pornography laws and UU ITE Article 27(1) regarding sexual content."
2,noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',"[0, 0, 0, 0, 1, 0, 0]","The text describes a sexually explicit act (masturbation) in a narrative form, which violates Indonesia's strict anti-pornography laws and falls under the 'Sexual & Intimate Content' category."
2,pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',"[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language describing intimate acts, which violates Indonesia's strict anti-pornography laws and UU ITE Article 27(1)."
2,"sange hm, mas mainin memek adek dong sayang'","[0, 0, 0, 0, 1, 0, 0]","The text contains explicit sexual language and solicitation, which violates Indonesia's anti-pornography laws and UU ITE Article 27(1) regarding sexual content."
1,""" Topeng monyet ke Ramayana?\n\nYa.\n\nYa.\n\nYa.\n\nYa. "" URL","[0, 0, 0, 0, 0, 0, 0]","The text is a short, ambiguous phrase ('Topeng monyet ke Ramayana?') followed by repeated affirmations ('Ya.'). It does not contain clear hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security. It appears to be a nonsensical or playful statement without violating Indonesian content moderation standards."
3,"""...Jadi biang kegaduhannya itu PKS. Saya sih gak percaya. Mosok PKS kayak gitu \xf0\x9f\x98\x8a"" lanjut beliau.\n\nProfesor yang nulis itu, kalian jangan keminter sok kontra sama profesor. Beliau menuntut ilmu keliling dunia bukan untuk jadi orang goblog. Yang goblog ya kalian ini! Aku juga. \xf0\x9f\x98\x82'","[0, 0, 0, 0, 0, 0, 0]","The text contains political criticism and personal insults but does not meet the threshold for hate speech based on SARA, incitement to violence, or other specific violations under Indonesian law. The insults are general ('goblog' - stupid) and not directed at a protected group or individual in a way that constitutes defamation or harassment under UU ITE."
2,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""","[0, 0, 0, 0, 0, 0, 0]","The text is a personal, informal statement about the user's father, containing no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
3,"USER USER USER kalo KH Ma'ruf ngomong pada belaga budek , pada belaga pilon, masih nyundul \xf0\x9f\x91\x89#gantipresiden2019 ?? goblok kok kebangetan?\n#T3tapJokowi #T3tapJokowi""","[1, 0, 0, 1, 0, 0, 0]","The text contains insults ('goblok kok kebangetan') targeting a specific religious figure (KH Ma'ruf Amin), which constitutes hate speech based on religion (SARA) and harassment/defamation."
3,"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""","[0, 0, 0, 0, 0, 0, 0]","The text is a personal, informal expression of surprise and humor about a celebrity's relationship, using the word 'monyet' (monkey) in a colloquial, non-literal context. It does not target any individual or group for harassment, hate speech, or defamation, nor does it violate any other content moderation standards."
2,"USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah' 'ngga cantikan kamu' 'ih anjing cantikan kamu tau' 'ih babi kamu yang cantik pokoknya' dst.""","[0, 0, 0, 0, 0, 0, 0]","The text is a humorous observation about social media behavior, comparing Twitter and Instagram. It uses mild profanity ('anjing', 'babi') in a quoted, illustrative context to describe typical comments, not as a direct attack. It does not target any specific individual or group, nor does it violate SARA, incite violence, spread hoaxes, or fall into other prohibited categories under Indonesian law."
2,"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, informal conversation between friends using slang and playful teasing. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security. The language is colloquial and does not target any individual or group in a harmful way."
2,"USER sa ingat monyet mana quote ni :')""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, colloquial remark in informal language, likely referring to a monkey in a non-literal or joking context. It does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security."
3,USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,"[1, 0, 0, 1, 0, 0, 0]","The text contains hate speech ('kunyuk' is a derogatory term) and incites harm ('tenggelamkan' meaning 'drown') against a group labeled as traitors and destroyers of the nation, which constitutes group attack and harassment."
3,"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!""","[1, 0, 0, 0, 0, 0, 0]","The text contains highly disrespectful and blasphemous statements comparing the Quran (a sacred Islamic text) to trivial and vulgar actions (e.g., farting, having sex). This constitutes hate speech and religious insult under SARA, violating UU ITE Article 28(2) and local norms of religious harmony."
2,"USER Gembel aja bisa kalau cuma fatwa bigitu. (Tabi')""","[1, 0, 0, 0, 0, 0, 0]","The text contains the phrase 'Tabi'' which is a derogatory term for a religious figure in Islam, constituting religious insult and hate speech under SARA."
1,"USER Yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh 'alaih""","[1, 0, 0, 0, 0, 0, 0]","The text contains hate speech and religious insult by describing those who run away from the call to prayer (adzan) as 'iblis la'natilloh 'alaih' (cursed devil), which is a direct attack on Islamic religious practice and could incite religious hatred."
3,"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""","[0, 0, 0, 1, 0, 0, 0]","The text contains strong insults and harassment targeting an individual, using derogatory terms like 'kunyuk' (monkey) and 'muke lacur' (prostitute face), which constitutes personal harassment and defamation under UU ITE Article 27(3)."
3,"USER Dia ..orang to? Rumongso ku ke'te alias monyet""","[0, 0, 0, 1, 0, 0, 0]","The text uses the word 'monyet' (monkey) as an insult directed at a person, which constitutes harassment and bullying under Indonesian content moderation standards."
2,"USER Okesip otak bolot gue konfyus :')""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, self-deprecating expression of confusion ('okesip otak bolot gue konfyus') with no harmful intent or content. It does not target any individual or group, spread false information, incite violence, harass anyone, contain sexual content, promote illegal transactions, or threaten national security."
3,"USER USER Emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah diakhir dia cuma bilang 'ini semua cuma mimpi' anjir emosi pangeran \xf0\x9f\x98\xa9""","[0, 0, 0, 0, 0, 0, 0]","The text expresses personal frustration and uses mild slang ('anjir', 'bego') but does not target any specific individual or group for harassment, nor does it violate any of the specified risk categories such as hate speech, false information, violence, sexual content, illegal transactions, or threats to national security."
2,"21. Kekuranganmu lebih banyak dari kelebihanmu hehehe. \n\n- Suka ngaret. Kalau balas pesan tuh lamaaa banget. \n- Nyebelin. Suka buat aku hipertensi.\n- Suka ngatain aku yang aneh-aneh. I'm okay : )\n- Ngambekan.\n- Lemot.\n- Bolot.\n- Repeat.\n\nIni dah aku buat pas jadi 288c seneng gak?""","[0, 0, 0, 0, 0, 0, 0]","The text is a personal, humorous critique of a friend's habits (e.g., being late, slow replies, teasing). It does not target any protected group, spread false information, incite violence, harass, contain sexual content, involve illegal transactions, or threaten national security. It is safe under Indonesian content moderation standards."
2,"""Ayo Alex, jangan udik.."" gumamnya merutuki diri sendiri.\n\nIa lanjut menulis, \' Atmosfer di planet ini belum cukup baik untuk ditinggali manusia. \''","[0, 0, 0, 0, 0, 0, 0]","The text is a fictional narrative about a character named Alex and a statement about a planet's atmosphere. It does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, colloquial conversation about watching a movie premiere ('Pengabdi Setan'). It contains slang and mild expletives ('brengsek') but does not constitute hate speech, false information, incitement, harassment, sexual content, illegal transactions, or threats to national security. It is safe under Indonesian content moderation standards."
3,"""brisik"" YA BISTU LO BRISIK JUGA BAHKAN LBH BRISIK BACOT TOLOL ANJING MANUSIA GA TAU DIRI'","[0, 0, 0, 1, 0, 0, 0]","The text contains strong insults ('tolol', 'anjing', 'manusia ga tau diri') directed at an individual, which constitutes harassment and bullying under UU ITE Article 27(3) on insult and defamation."
3,"'Cinta tidak harus memiliki' kata org yg tdk prnah dicintai, wakaka kasian bgt yg suka bilang kya gtu. Cinta itu harus memiliki, bego.""","[0, 0, 0, 0, 0, 0, 0]","The text is a personal opinion on love, expressing disagreement with the phrase 'love doesn't have to possess'. It does not target any specific group, spread false information, incite violence, harass individuals, contain sexual content, involve illegal transactions, or threaten national security. It is a subjective statement within normal discourse."
1,"Dari jurus 'Orang Gila Mengebut Lalat,Ajian Tatar Bayu,Jurus Kunyuk Melempar Buah,Dewa Tidur,Pukulan Matahari,Ajian Ngrogoh Sukmo,Hanya Siulan Kapak Naga Geni 212 Yang Bisa Mengalahkan Dewi Siluman Bukit Tunggul\n#wirosableng \n#siapsableng \nUSER \nUSER URL","[0, 0, 0, 0, 0, 0, 0]","The text lists fictional martial arts moves and references from the 'Wirosableng' series, which is a known Indonesian fantasy/silat fiction. It contains no hate speech, false information, violence incitement, harassment, sexual content, illegal transactions, or threats to national security. It is purely entertainment content."
2,"DISEBUT 'KAMPUNGAN' OLEH NAGITA SLAVINA, BEGINI REAKSI AYU TING TING\n\nArtis peran Nagita Slavina secara terus terang menyebut aksi goyang dangdut yang dilakukan Ayu Ting Ting kampungan\n\n#NAGITASLAVINA #AYUTINGTING #RAFFIAHMAD #KAMPUNGAN URL","[0, 0, 0, 1, 0, 0, 0]","The text reports on a public figure (Nagita Slavina) calling another public figure's (Ayu Ting Ting) dance style 'kampungan' (unsophisticated/backward). This constitutes public shaming and humiliation, which falls under harassment and defamation (UU ITE Article 27(3)). It does not clearly target a SARA group, spread a hoax, incite violence, contain sexual content, involve illegal transactions, or threaten national security."
1,"Even dah setiap hari tengok pon, still tersenyum. You're so cute. \xf0\x9f\x98\x8d""","[0, 0, 0, 0, 0, 0, 0]","The text is a personal compliment expressing admiration ('You're so cute') with an emoji, containing no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,FIFA siasat isu `suara monyet' aksi Perancis-Russia URL,"[0, 0, 0, 0, 0, 0, 0]","The text is a neutral news headline about FIFA investigating a 'monkey sounds' issue during a France-Russia match. It reports on an existing event without endorsing hate speech, inciting violence, or violating any Indonesian content moderation standards."
1,"""Hah?"" Ari melongo sejenak setelah mendengar ucapan orang yang baru saja meneriakinya. \n\n""Punten, mas, di deket situ ada anjing saya, enggak?"" URL","[0, 0, 0, 0, 0, 0, 0]","The text is a neutral narrative snippet describing a character's reaction and a polite inquiry about a lost dog. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
3,"iya, jadi gitu ya monyet, anjing! gua gampar lu lama-lama. kesel jadinya astaghfirullah hal'adzim, gaboleh ngomong kasar, maapin 3x, NGENTOT URL","[0, 0, 0, 1, 0, 0, 0]","The text contains severe insults ('monyet', 'anjing', 'NGENTOT') and a threat of violence ('gua gampar lu'), which constitute harassment and bullying under UU ITE Article 27(3). While it includes a religious phrase ('astaghfirullah hal'adzim'), it is used in a personal context and does not target a religious group for hate speech. The threat is personal, not a broader incitement to violence."
1,"Jangan suka pamer.. \nKarena gak ada orang yg benar2 peduli tentang apa yg kau pamer kan. \nBukan pujian yg akan kau dapatkan, melainkan mereka akan mengatakan 'KAMPUNGAN'.""","[0, 0, 0, 0, 0, 0, 0]","The text is a general advice against showing off, stating that people will call you 'kampungan' (unsophisticated) instead of praising you. It does not target any specific individual or group, does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security."
2,Kalau gini mreka pasti pura2 budek \n\xf0\x9f\x98\x81\n\nKH Ma'ruf: Prabowo Jangan Cuma Bikin Gaduh \xe2\x80\x93 VIVA URL,"[0, 0, 0, 0, 0, 0, 0]","The text is a casual comment expressing frustration ('Kalau gini mreka pasti pura2 budek') followed by a news headline about a political figure. It does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security. The comment is vague and does not target any specific SARA group, nor does it meet the threshold for defamation or public order disruption under Indonesian law."
1,"Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","The text is a neutral, factual statement about the technical definitions of certain words in psychology. It does not target any individual or group, incite violence, spread false information, or violate any of the specified risk categories."
1,"""Kau yang mulai maka kau juga yang harus selesaikan."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","The text is a general statement about personal responsibility, possibly referencing a movie. It does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"""Kita akan belajar giat, dengan penuh dedikasi, tapi bukan hanya untuk lulus ujian."" (3 idiot). #TweetDSAP'","[0, 0, 0, 0, 0, 0, 0]","The text is a motivational quote about studying with dedication, not just for exams, referencing the movie '3 Idiots'. It contains no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Lucunya adalah kak pacar nyadain ini telat bgt guys. Gue rasa pengaruh mecin tuh emang bikin kita slow respon/agak bolot gitu. Dia terbirit-birit nelfon gue pas udah di pintu 1 panik nyariin cemilannya dong -,;\n\n'sayang, ketinggalan cemilanku ada di kita?????'\n\nOrgil \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, humorous anecdote about a personal relationship and snack mishap. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"'mau crita anjir sedih banget'\n'iya crita aja didengerin kok' \n'iya masa ya.......'\n'LAH SAMA'\n\nujung ujungnya dia yg crita, aku yg dengerin :)""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, personal conversation in informal Indonesian slang about sharing stories and listening. It contains no elements of hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Nikmat'a ngentot.... Pi gengen yg hoot""","[0, 0, 0, 0, 1, 0, 0]","The text contains sexually explicit language ('ngentot' is a vulgar term for sexual intercourse) and promotes sexual content, which violates Indonesia's strict anti-pornography laws and UU ITE Article 27(1)."
1,"""Pengetahuan tidak dapat menggantikan persahabatan. Aku (Patrick) lebih suka jadi idiot daripada kehilanganmu (Spongebob)'","[0, 0, 0, 0, 0, 0, 0]","The text is a harmless, fictional dialogue expressing the value of friendship over knowledge, with no reference to real individuals, groups, or sensitive topics. It does not violate any Indonesian content moderation standards."
1,"RT USER: USER USER Dia lupa ini twitter, bukan instagram yang kalo foto pasti ada yg komen 'ih cantik' 'cantikan kamu lah\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual observation about social media behavior, comparing Twitter and Instagram. It does not contain hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"RT USER: Di zaman sekarang, orang yang paling 'aman' adalah orang yang buta huruf dan budek, atau wong ndeso sing gak eruh opo-opo\xe2\x80\xa6""","[0, 0, 0, 0, 0, 0, 0]","The text is a cynical social commentary stating that in modern times, the 'safest' people are the illiterate, deaf, or villagers who know nothing. It does not target any specific group based on SARA, incite violence, spread false information, harass individuals, contain sexual content, promote illegal transactions, or threaten national security. It is a general, non-hateful observation."
1,"RT USER: Kata-kata 'bodoh' 'dungu' dan 'idiot' semua secara teknis mengacu pada seseorang dengan nilai IQ di bawah 70. #Psikologi""","[0, 0, 0, 0, 0, 0, 0]","The text is a neutral, factual statement about the technical definitions of certain words in psychology. It does not target any individual or group, incite violence, spread false information, or violate any of the specified risk categories."
2,"'Sayang sekali punya paras nan cantik kumpul ama cowok gembel, dibawa gembel mau, makanya suka gengsi kalo mau pacaran eh lihat difoto-fotonya ada sama cowok gembel, nonkrong pinggir jalan, apa gamalu yah. \xf0\x9f\x98\x82 percuma cantik kalo otaknya murah. \xf0\x9f\x98\x82""","[0, 0, 0, 1, 0, 0, 0]","The text contains insulting and demeaning language ('cowok gembel', 'otaknya murah') directed at an individual, which constitutes harassment and bullying under Indonesian standards."
1,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, humorous comment comparing an Instagram story to the movie '3 Idiots' and mentioning a photo of 'pra matang' (likely a typo for 'pre-matriculation' or similar). It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual gaming-related complaint in Indonesian slang, discussing in-game roles (tank) and emotions. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"""teko o rek!""\n\nmksdnya bukan arek, tapi perek'","[0, 0, 0, 1, 0, 0, 0]","The text contains the word 'perek', which is a highly derogatory and vulgar slang term in Indonesian, often used to harass or insult women. This constitutes harassment and bullying under UU ITE Article 27(3)."
1,"""Tidak peduli sesulit apa aku menghadapi sesuatu, aku akan tetap tersenyum seperti orang idiot"" - Chanyeol EXO K'","[0, 0, 0, 0, 0, 0, 0]","The text is a personal, self-deprecating statement about resilience and smiling through difficulties. It does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security."
2,"Udik sambil takjub gituuu...\n\nGileeee, canggih ye mobil sekarang, berasa naek 'kit reder` (Knight Rider starring David Haselhoff) , bisa ngegas dan ngerem sendiri...""","[0, 0, 0, 0, 0, 0, 0]","The text is a casual, positive comment about modern car technology, comparing it to the Knight Rider TV show. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,"Yang broken time ii muda ni, tolonglah jangan lah broken. Korang ada masa depan do. Jangan sebab cinta monyet korang tak dapat nak achieve your freakin' goals though.""","[0, 0, 0, 0, 0, 0, 0]","The text is a motivational message in informal Malay/Indonesian urging young people not to be 'broken' (heartbroken) and to focus on their future goals. It contains no hate speech, false information, violence, harassment, sexual content, illegal transactions, or threats to national security."
1,#AtongKEPOH Suka gak sama monyet?',"[0, 0, 0, 0, 0, 0, 0]","The text is a casual, colloquial question ('Do you like monkeys?') with no apparent reference to any ethnic, religious, racial, or inter-group (SARA) context. It does not contain hate speech, false information, incitement to violence, harassment, sexual content, illegal transactions, or threats to national security."
