text,subtask_a,subtask_b,subtask_c
Kungull zbukurimi;NOT;;
Dardh e pa depiluar;NOT;;
I qeka ngrejt lekura dardhes se do ket pa noi pjeshk me push anej 🤣🤣🤣🤣🤣;NOT;;
Kungull vere;NOT;;
Patate kineze  shum e vcant prodhon deri ne 30 kile  shum e mir;NOT;;
patae kinezi;NOT;;
Avokado.;NOT;;
Edi Rama;NOT;;
dardh me lesh asht po haje 😂😂;NOT;;
DARDHE e pa rrujtme..;NOT;;
Kajota Quhet ! Jan te embla;NOT;;
Patate;NOT;;
Eshte patate ka ne treg sa te duash;NOT;;
patate italiane;NOT;;
Qimth...;NOT;;
Kungull;NOT;;
Dardhe e parrujtme;NOT;;
Eshte patate e embel ose ndryshe patate me gjemba;NOT;;
Kungull 100%;NOT;;
Patate e embel;NOT;;
Patate🤪;NOT;;
Patate;NOT;;
Bolja ime e majt;OFF;UNT;
Patate greke e embel eshte;NOT;;
Kajak quhet;NOT;;
Ai esht nje lloj kungulli qerihet lyhet me miell dhe skuqet ne digan behet shum i shishem;NOT;;
kungull;NOT;;
Patate;NOT;;
B...e dashi;OFF;UNT;
Kungull, quhet Chayote dhe ka shume vlera ushquese 😊;NOT;;
Patate amerikane....eshte shum e mir Permban vitaminen C ..perdoret ne gjelll PpPor dhe te skuqet si patate..la shijen e kungullit pak a shum;NOT;;
Patate indiane;NOT;;
Patate e sigurt 😂😂😂😂;NOT;;
Patate e perdoret per sallatat ashtu veq qerohet;NOT;;
kayote;NOT;;
Patate indiane;NOT;;
@__eri___1 @__a1bert__  o kungull mos te plas fara 🤣🤣🤣;NOT;;
Është patllixhan;NOT;;
patate😂;NOT;;
Dardhe mos m'prek ntela 😂😂;NOT;;
spec i shartuar ne fiq deti 😂😂😂😂;NOT;;
Koka Edi rames😂😂;NOT;;
fruta irlandezi;NOT;;
Patate or ti;NOT;;
Patate me gjemba dhe e embel;NOT;;
Kungull;NOT;;
Kjo eshte patate,gatuhet njesoj si patatja normale por duhet patur kujdes kur e qeron nga gjembat!Mua personalisht shija nk m plq!;NOT;;
Patate indiane.;NOT;;
Kungull;NOT;;
Koka erjon velis🤣🤣🤣🤣🤣;NOT;;
Dardh me lesh;NOT;;
Tojota quhet esht si patate nqfs e skuq;NOT;;
Patate gjermane bahet si kivi;NOT;;
Patate kineze me gjemba 😂;NOT;;
Eshte kungull ashtu sic qenke ti;NOT;;
Koqe dardhe e pa rrujtur hahahah;OFF;UNT;
Kajota!;NOT;;
Kungull;NOT;;
Kungull. Dkurativ;NOT;;
Dhe i skuqur me kos esht shum i mire vetem duhet qeruar behet dhe supe me patate esht me shum vlera ushuese;NOT;;
Mut alieni o plak mos e prek se do teletrasportohesh ne nje dimenson tjeter 🤦🏻‍♂️;OFF;UNT;
Kungull ose Kajot;NOT;;
@jaseminaferko_ 😂😂😛🍑;NOT;;
⁉;NOT;;
Kivi por nk eshte bere siç duhet;NOT;;
Bole dashi 😂😂😂😂;OFF;UNT;
Si bole qenka😂;OFF;UNT;
Patate😂;NOT;;
Kjo esht patate me gjemba perdoret ne tave;NOT;;
Kungull o kungull;OFF;TIN;IND
Eshte kajote;NOT;;
Gungull me gjema lal.  Nuk ka mbi eja ne durres ke sa te duash;NOT;;
Patate;NOT;;
Karapuplesh;OFF;UNT;
Esht kungull;NOT;;
dardhkoce;NOT;;
kajota;NOT;;
Dardhe e pa depiluar;NOT;;
Kungull me gjemba. Kam pasur vete edhe e zhdukem sepse nuk e qeron dot !!;NOT;;
Qenkan topat e Edi Rames 🤣🤣🤣🤣;OFF;TIN;IND
Kungull;NOT;;
Patate indiane;NOT;;
Eshte patate e embel ...;NOT;;
Bole Dashi 😂😂😂😂;OFF;UNT;
Chayote;NOT;;
Lebomadhi;OFF;UNT;
Eshte geshtenje ndaje ne gjysem;NOT;;
i qenkan bo erion veliaj bolet me lesh 🤣🤣🤣🤣;OFF;TIN;IND
Kungull .;NOT;;
Si koqet e mia po doken hahah;OFF;UNT;
Patllixhan i eger.i digjen gjembat edhe pastaj i hiqet lekura;NOT;;
Dite te veshtira po vin per ju 🤣🤣;NOT;;
Kungull more kungull🤓;NOT;;
Nje lloj kungulli;NOT;;
Kungull;NOT;;
Booooooo vdiqa  nga  të  qeshurat  ca comentesh  keni  bo  o zot  na  ruaj 😂😂😂😂😂😂😂😂😂😂😂😂🙈;NOT;;
kungull;NOT;;
eshtimir shum si patatev;NOT;;
Avogado esht;NOT;;
patete e embel;NOT;;
Patate 😉;NOT;;
Iriq me siguri 😜😂😂😂;NOT;;
@antonio.pengili sapodilla🤣;NOT;;
Po te qiftezohet iriqi me gjarprin qa del, 😂😂😂 tel me gjema, edhe ky polik eshte shartuar me kivi 🤣🤣🤣;NOT;;
Esht kungull  o kungull;OFF;TIN;IND
Tope kec e ka,emri provoje se esh shum i rrall nje her ne jet te vjen mundesija;OFF;UNT;
Aman vetem mos te jet politikan..si kto qe po na drejtojn;NOT;;
Kungull dimeror😒;NOT;;
Patate e embel;NOT;;
I dhoj pjeshke me gjemba nuk gjuhet kollaj😂;NOT;;
Tope  majmuni 😅😅😁😁;OFF;UNT;
E ka dhe nje shoku im ket fruten e mban n shpi;NOT;;
4;NOT;;
Bole 😂😂😂😂;OFF;UNT;
QeKo 😂;OFF;UNT;
duken si bole 😂😂;OFF;UNT;
spec i shartum me dsrdh edhe kaktus;NOT;;
E KE ME NXITIM. APO TE MENDOHEM PAK🤣🤣🤣;NOT;;
pjeper kinez;NOT;;
Fruti i lali erit;NOT;;
Kungull 🤣;NOT;;
Patate e ëmbel;NOT;;
kugull me gjema perdoret per gjedh;NOT;;
Dardh;NOT;;
Rama ik.;NOT;;
kungull .se shof gjethet 👏;NOT;;
Patate amerikane mbillet ne mars ne nentor piqet;NOT;;
Eshte patate deti ose kungull me gjemba thuhet ndryshe;NOT;;
Dardh e shartume me iriq 😜😜👍🏻🤣;NOT;;
Kivi;NOT;;
Jan koqe;OFF;UNT;
Patate ne form dardhe;NOT;;
Patate;NOT;;
Patate e eger;NOT;;
Patate;NOT;;
Bo**t e iriqit;OFF;UNT;
Esht kungull esht shum i mir;NOT;;
patate e embel;NOT;;
Quhet perime Dardhe ...e ka emrin KAJOTA ....Eshte super , perdoret per yndyrnat ne gjak etj ...une e kultivoj vete .;NOT;;
Patate kineze;NOT;;
Ky ashtshe kungull ose poc;NOT;;
Ato qnk si topet e mia kur kan ftoht😂😂😂😂;OFF;UNT;
Koqe  sikur i zoti i bimes;OFF;TIN;IND
Patate kineze;NOT;;
Dardhe esht.ka pas ftoht gjat nates edhe iu ka qu leshi ashtu 😆;NOT;;
Dardh kineze me lesh 😂😂😂😂😂;NOT;;
Koqe kanari quhet;OFF;UNT;
Dardha të pa rruara.👌;NOT;;
Esht kivi;NOT;;
Esht kungull i embel;NOT;;
Patate;NOT;;
Esht kungull o kungull🤣🤣🤣;OFF;TIN;IND
Dardhe iriqi;NOT;;
Dardhe komleshe 😜;NOT;;
Kungull;NOT;;
patate afrikane 👍;NOT;;
@bojkentedua 😂😂😂😂😂;NOT;;
Perime dardh;NOT;;
Cdo gje qe mbir duhet pa tjeter ta hani?;NOT;;
Kunkull eshte shume i shijshem si patate;NOT;;
Kuje;NOT;;
Dardhe me nerva 😂😂;NOT;;
Eshte patate amerikane me gjemba;NOT;;
Kungull;NOT;;
quhet EDI RAMA 🙈🙈🙈😅😅😅;NOT;;
Patate ruse;NOT;;
Spec me ajk👌 🤣🤣;NOT;;
dardhe e shartuar me kanabis dhe e rritur ne temperature ambjenti flm;NOT;;
Eshte Kajote;NOT;;
Kungull kinez quhet.;NOT;;
Qifth;NOT;;
Fik indian .;NOT;;
Patate Amerikane;NOT;;
Mjalt blete 😂😂;NOT;;
Kivi e shartuar me dardhe;NOT;;
poce eshte se kam ne bace une;NOT;;
Eshte kungull🤣🤣😂;NOT;;
Patate indie;NOT;;
Melenzane  spinoza;NOT;;
Dardh peruane;NOT;;
Qimet perpjet 😁😁;NOT;;
Kungull duket dhe na gjethja 😁;NOT;;
Beje byrek o mik del nice;NOT;;
po ka dal moda me len mjeker dardh leshatore😂😂;NOT;;
Kjo quhet (Kajotë) dhe hyn ne familjen e perimeve 😉;NOT;;
Kajota;NOT;;
Kungull;NOT;;
Geshtenj e eger;NOT;;
Esht lloj kungulli;NOT;;
Ftua i parruajtur eshte 😂😂😂;NOT;;
Patate kineze;NOT;;
Dardh e shartuar;NOT;;
EDI Rama mduket 🤣;NOT;;
fuhfjurkrhrjrjrmrfudfhfjfjffjfjfjfjfjffj;NOT;;
gvkfufcuufxncjtychcbdhfhdhdhdgidu0y8g0;NOT;;
fkdhshdjdrxixixxmxhsjsyjyejdudkd6dofft;NOT;;
df;NOT;;
Kjo perdoret per sallat don pak uthull te mir del kyeveper;NOT;;
Cajot(kungull me gjemba);NOT;;
Esht lloj patateje por me shije si kungull;NOT;;
Patate e embel i thon kesaj,do besh gabimin e madh po e henge 😂😂😂;NOT;;
Dardh me lesh;NOT;;
Jan kungull dhe jan shum te shijshem;NOT;;
Eshte kivi i pa pjekur;NOT;;
Kungull dhe esht shum i mire se km provuar un;NOT;;
Kungull supersajan level 1;NOT;;
Eshte si nje lloj dardhe e forte e cila kur gatohet del shume e shijshme;NOT;;
Kuqe e pa ruajtur;NOT;;
Esh patate ama don edhe 1 muj qe tjet gati te gatuhet;NOT;;
Chyotte;NOT;;
Patate 🔥🔥;NOT;;
sumbork me gjemba;NOT;;
Kungull eshte o kungull 😂😂;OFF;TIN;IND
Patate amerikane esht vtm per pure;NOT;;
5;NOT;;
Fute mren o plak se paska merdhif keq 😂😂;NOT;;
Papaya ala dok 🤣🤣🤣🤣;NOT;;
Kungull kinez;NOT;;
Dardha me lesh;NOT;;
Iriq sapo i lindur 😂;NOT;;
Patate embel 😂;NOT;;
Kungull;NOT;;
😂;NOT;;
Kungull me gjemba qe ta shpon doren😂😂😂😂😂;NOT;;
Pyt @erionveliaj 😂😂 he can help you;NOT;;
Me qa e keni sharrtu m tkeqen 🤣;NOT;;
Patate hahahaha;NOT;;
@paola.sh_;NOT;;
Chayote , ose kungull me gjemba. Përngjason me shum me kastravecin , i beftë mir lagjes;NOT;;
Kungull;NOT;;
Fruta pasioni nga pishkashi.ah dell ti e dell;NOT;;
Cajota;NOT;;
Po erdhi er te keqe ashtu o;NOT;;
Durian me duked;NOT;;
Kungull;NOT;;
patate gjermane;NOT;;
@sabian.z_25 po o mreza me ferrat e durrsit 😂😂😂;NOT;;
Kungull , eshte teper i mir per shendetin , ne vendet evropiane kushton shume shtrejte , por ketu tek ne nuk jam dim vleren ,,;NOT;;
Kungull;NOT;;
Dardhe e shartuar me kivi;NOT;;
Ku fruti quhet “tope dashi “ 😜;OFF;UNT;
Fiq deti;NOT;;
kajota;NOT;;
Dardhe qe ia kan rruajtur koken kur ka qen e vogel dhe i jan rrit floket te elektrizuara.;NOT;;
Kajota;NOT;;
Eshte kungull;NOT;;
Patate;NOT;;
Kungull;NOT;;
Dardh;NOT;;
Bole Demi jane;OFF;UNT;
Avokado quhet Po mos ngatroni me avukat 😂;NOT;;
Qitro;NOT;;
Kungull;NOT;;
kto jan bole kur merdhasin pre tftoftit i bahet mishi kokerr edhe ngriten cimet;OFF;UNT;
Spec i shartum me dardh;NOT;;
Esht shum e mir por skuqet;NOT;;
Patate eger;NOT;;
Patate amerikane;NOT;;
Dardh e shartume me iriq😂😂😂😂😂;NOT;;
Po Dardhe eshte;NOT;;
Ku mutij e di ti se c esht fryt apo perim;OFF;UNT;
Tonny gjyshi me thuai Cfare eshte a ke nje pergjigje per kete.;NOT;;
"Kungull është,,, ka shije të përzier midis kungullit dhe kastravecit,,, përdoret nëpër sallata, ose mund të haet dhe siç është, natyrisht duke i hequr ""gjembat"",,, unë kur kam blerë e kam gjetur pa gjemba!";NOT;;
Se di ca esht ...po qe esht i padepiluar kjo esht e sigurttt🙈😂😂😂;NOT;;
patate;NOT;;
Jan bolet e lalës tem;OFF;UNT;
Dardh  me lesh hahaha;NOT;;
kajota;NOT;;
Pjeshk bllokut 🤣🤣🤣🤣;NOT;;
Ftua i pa depiluar 😋;NOT;;
Kungull kinez;NOT;;
Dardhe me gjema;NOT;;
Pjeshk me lesh 🤣🤣🤣🤣;NOT;;
esht kungull sh i mir per diabetin skuqet si patatja;NOT;;
Eshte kungell i cili mud te perdoret edhe per  ilaq per sarillekun apo ajo e verdha qe ju bie femive edhe te medhejve ju flm .;NOT;;
"agroweb.org › archive › url=kajota-... Web results Kajota - Vlerat e rralla të perimes dardhë • agroweb.org";NOT;;
Kungull o oooooo kungull;OFF;TIN;IND
Kajote quhet;NOT;;
Pjeshkë me push😜;NOT;;
Behet sallat esht shum e Mir mbillet Fara eshte nga  greqia;NOT;;
Jan bole me lesh te pa pjekme,mos i co dem provoji.;OFF;UNT;
kungull oo kungull 😂;OFF;TIN;IND
Trangull;NOT;;
Osht kajot merr haje se tbo mir ne zhvillimin e truri mos e le teta han tj🤣;NOT;;
Llamp zbukuruese per pish 😂😂;NOT;;
majdanoz;NOT;;
Kungull i vogel;NOT;;
Eshte dardh kineze😂;NOT;;
Eshte geshtenje;NOT;;
Kungull;NOT;;
Pershendetje.Eshte kungull se kam dhe une ne bace.;NOT;;
Kajota eshte futet tek familja e kungullit ose ndryshe niher si dardhe e eger me gjemba 😊👍👍;NOT;;
Dardh Iriq 🙄🙄;NOT;;
😅😅😅;NOT;;
Dardhe me lesh 😂;NOT;;
Patate me kungull;NOT;;
kam dhe un kshu jan patate;NOT;;
Eshte kungull;NOT;;
Leshterik me gjethe fiku;NOT;;
esht patate me gjemba ajo;NOT;;
https://youtu.be/oEjQfwul3nQ;NOT;;
Kajota o bisha;NOT;;
Patate;NOT;;
Patate italiane;NOT;;
dardhe e padepiluar 😂;NOT;;
Anans;NOT;;
limona me lesh;NOT;;
Speca tmushura;NOT;;
Patate gjermane;NOT;;
Ftua me lesh😂😂;NOT;;
eshte ftua;NOT;;
Adoleshent Gjino🤣🤣;NOT;;
Kungull;NOT;;
Dardh me lesh;NOT;;
Shalqin;NOT;;
Bol e Rames😂😂😂;OFF;UNT;
Eshte patate Amerikane eshte shum e mir dhe lufton Diabetin;NOT;;
Dardha me lesh 👍;NOT;;
Ketu ne itali i thon partixhan me gjemba;NOT;;
Eshte patate indiane e cila behet sallate dhe eshte shume e ushqyeshme;NOT;;
Topat tane duke prit me u fut ne Europe 😉;OFF;UNT;
Spec ne form dardhe me lesh 🤣🤣🤣;NOT;;
Kungull dhe ka super shije;NOT;;
Bole dashit hahah;OFF;UNT;
Patate per bab ka kungullin 😂😂😂😂;NOT;;
Ikan hedh shum helm . ka dal Dardh me Gjema;NOT;;
ky esht  frut qe vjen nga hena 😅 ca  behet .. si ka mundsi mos te njihni kungullin;NOT;;
Ne shijak te pazari diten e diele;NOT;;
Kungull deti I thone ndryshe kajota;NOT;;
dardh e shartume me iriq.;NOT;;
Patate eshte;NOT;;
Kungull ..;NOT;;
Kungull i eger por konsumohet;NOT;;
Jane Speca te mbushur me zogj kurvash......😜😜😜;OFF;UNT;
Patate me gjemba;NOT;;
Nje dardh qe ka ftoht😂😂🤣;NOT;;
Mu meduket si molle😢😢;NOT;;
Dardh me lesh 🤭🤭🤭🤭😂😂;NOT;;
Dje pyeta pwr kete eshtw patate e embel 😁;NOT;;
Kungull;NOT;;
Ky eshte bolegjembi. Rritet kryesisht ne vende fushore dhe malore. Ka veti te larta kuruese dhe sasi te larte mineralesh;OFF;UNT;
Dardhe e pa debiluar 😂;NOT;;
Patate e ëmbël;NOT;;
Patate e embel;NOT;;
Shalqi;NOT;;
Patate djabetike;NOT;;
Esht kungull;NOT;;
E ka fain Edi rama 😂;NOT;;
Avokado 😂😂;NOT;;
Dardhe e shartuar me geshtenja 🤣🤣;NOT;;
patate me lesh i thone;NOT;;
Are kokosi 😂😂;NOT;;
kungull me gjemba;NOT;;
Patate;NOT;;
Kungull😜👍🏻;NOT;;
Patate afrikane 😜;NOT;;
Ahahahahah e di qe hahet perdoret shum ne itali madje edhe ktu kan dal plot ntreg😂😂;NOT;;
Patata spinoza;NOT;;
koqe dashi  me terkuz 😂😂😂;OFF;UNT;
Kajot;NOT;;
O trongull osht kungull 😂;OFF;TIN;IND
Kungudhe;NOT;;
🍑🍑;NOT;;
😍😍😍;NOT;;
Dardhe, kopil i kivit 😂;OFF;UNT;
dardhe e terqethur 😜;NOT;;
kajot esht;NOT;;
.;NOT;;
Patate indjane;NOT;;
Edhe patae kineze;NOT;;
Kungull B turbo 😂😂;NOT;;
Jan fiq deti;NOT;;
Kungulli me gjemba Kajota quhet.Sa t prapambet qe qenkeni m esht perim pik se pari dhe esht perimi me i shendetshem tani per tani per humbje peshe .🙋‍♂️;NOT;;
Patate indiane;NOT;;
Pjeshk qe se mban veten 🤣🤣;NOT;;
Mafroom;NOT;;
e dija qe ka vec pjeshka me lesh po paskan dal dhe dardha me lesh 😜😜🤣🤣;NOT;;
Sguxon dardha t lej cik mjeker se e bojn meme me vrap 🤪;NOT;;
E kam en shpi kungull esht;NOT;;
Quhet patate Afrikane dhe eshte shum e shendetshme plus eshte shum e mir per gjakun dhe semundjet e zemres ka pak kohe qe eshte futur ne Shqiperi dhe 90% e shqiptarve nuk e njohin fare.;NOT;;
Kusheri me kivin do jet 😜😜;NOT;;
Bolet i mia 🤣🤣🤣🤣asht frut i ri ntreg;OFF;UNT;
Eshte frut shum I mire eshte afersisht si kungull e kam patur dhe un ne shtepi;NOT;;
Dardhe pjeshke;NOT;;
Kungull;NOT;;
Qenka spece 😂😂😂😂😂😂 shartu  me iriq;NOT;;
Pjeshk se paska edhe nja ca lesh😉😉😉;NOT;;
Esht nje lloj patrigiani ka ne itali;NOT;;
Polik;NOT;;
Koqe te rrume 😂😂😂;OFF;UNT;
Patate aziatike;NOT;;
KAJOTAAA 🥰🥰🤪😉;NOT;;
Qimth😂;NOT;;
Eshte patate e embel e kam mbjell un dhe eshte shum e mir;NOT;;
Ben 1 mij lek 1 kokerr 😂😂😂;NOT;;
Patate;NOT;;
Qimth😂;NOT;;
Dardhë me bish por paska edhe lesh😜😜;NOT;;
Geshtenje;NOT;;
Kungull 100/100;NOT;;
Patate e eger;NOT;;
Patate kineze 🤣🤣;NOT;;
Eshte patate hollandeze;NOT;;
Patate po mos e ha se do te mbys eshte me kancer;NOT;;
@elson_rrustaj po si mendon a ka lesh aaa🤣;NOT;;
Limon🤣;NOT;;
Amba llastica ose loqet e bardha 😂;OFF;UNT;
@gesi.bucaj si thu ges a ka lesh a jo;NOT;;
Kungull po eka kap ftofti;NOT;;
Cetrioli;NOT;;
Patate kuksi;NOT;;
@daris_selimaj ti mendon qe esht kungull me lesh😂;NOT;;
Spec i eger;NOT;;
geshtenj;NOT;;
Eshte kungull;NOT;;
Kungull sirjane;NOT;;
Lugat  me ferra;NOT;;
Dardhe e shartuar me iriq;NOT;;
Patate kineze 👌👌;NOT;;
Kungull;NOT;;
Cajota;NOT;;
Patate;NOT;;
ky nuk osht frut eshte kungull;NOT;;
Hajt ti tregoj shoku meqë qenke kurioz 😉;NOT;;
Kungull si puna jote qe i ben foto;OFF;TIN;IND
Pjeshka me lesh e dija por paska dhe dardha me lesh😅;NOT;;
Kungull me gjemba;NOT;;
Bole bjonde quhet🤣🤣🤣;OFF;UNT;
Kungull;NOT;;
@alteo_livian;NOT;;
Tartuf kinez;NOT;;
Dardhe me floke;NOT;;
Kungull me gjemba;NOT;;
Paska ftoht ky;NOT;;
Patate e embel me gjemba;NOT;;
Kunkull po haje;NOT;;
Dardh me lesh dhe dardh pa lesh 🤣🤣 si puna e pjeshkes;NOT;;
Dardh e shartuar me kaktus...;NOT;;
Kungull mos te mbifte fara ngado shkoj me del perpara 😂;NOT;;
Chayotte. Google it.;NOT;;
Rama i shartuar ne Sali👍;NOT;;
Spec me gjemba 😂😂😂;NOT;;
Esht kungull ose si tip kertollet;NOT;;
Ai esht kungull per zbukurim;NOT;;
Me siguri ky /jo qe ka bere postimin eshte agronom/e ...e din mire qe eshte kungull ...😂😂😂;NOT;;
Dardh me lesh 😂😂😂;NOT;;
E ke ngju ate mhb dardha me bisht... kjo tani eshte be dardhe qyteti dardhe me lesh 😂😂😂;NOT;;
Kungull 😂😂;NOT;;
Tope speci;NOT;;
Dardhe e shartuar me lesh .;NOT;;
Quhet kajota patate deti ka shije e dardhes;NOT;;
Patate braziliane.. nuj esht frut.😂💖;NOT;;
Iriq i but 😂😂;NOT;;
Bole dashi 😂😂;OFF;UNT;
Ajo eshte patate arabe quhet kajota;NOT;;
Kungull si ti😂;OFF;TIN;IND
ajo esht patate amerikane;NOT;;
Eshte patate qe rritet jasht dheut.;NOT;;
Kortolla Americane;NOT;;
Prsh esht kungull zihet sic esht me gjema dhe hiqet lekura kollaj per sallat e provum vet e perdorin itali;NOT;;
Kungull osh kungull tironc erriii 😂;NOT;;
kungull me gjemba 😁😁;NOT;;
Dardhe tropikale;NOT;;
Patate kineze 🤣🤣;NOT;;
Kungull;NOT;;
Paralajmeron qe nese tento ta vjedhesh nuk bon😂;NOT;;
eshte frut. Rama ik 😂😂;NOT;;
Patate me lesh se ashtu i do trapi🤓;OFF;UNT;
Quhen kajota dhe jan shum te mira msakt si shije kungulli ....;NOT;;
Dardh kanadeze;NOT;;
Eshte familje e kungullit por dekorativ;NOT;;
Patate jan;NOT;;
